1930  5  -0.1687   0.154
1930  6  -0.0642   0.164
1930  7  -0.0504   0.158
1930  8  -0.0516   0.141
1930  9  -0.0599   0.173
1930 10   0.0235   0.150
1930 11   0.1718   0.163
1930 12   0.0422   0.139
1931  1   0.0053   0.153
1931  2  -0.2065   0.140
1931  3   0.0339   0.165
1931  4  -0.1065   0.146
1931  5  -0.1053   0.159
1931  6  -0.0231   0.131
1931  7   0.0131   0.129
1931  8   0.0165   0.136
1931  9   0.0310   0.148
1931 10   0.0576   0.172
1931 11  -0.0665   0.163
1931 12  -0.0386   0.159
1932  1   0.2100   0.165
1932  2  -0.1182   0.125
1932  3  -0.1234   0.171
1932  4   0.0272   0.149
1932  5  -0.1059   0.148
1932  6  -0.1061   0.159
1932  7  -0.0780   0.135
1932  8  -0.1262   0.173
1932  9  -0.0001   0.159
1932 10   0.0179   0.143
1932 11  -0.1155   0.165
1932 12  -0.1306   0.171
1933  1  -0.2496   0.165
1933  2  -0.2778   0.168
1933  3  -0.1947   0.160
1933  4  -0.1752   0.149
1933  5  -0.1731   0.155
1933  6  -0.1710   0.155
1933  7  -0.1366   0.160
1933  8  -0.1382   0.163
1933  9  -0.1655   0.140
1933 10  -0.1312   0.150
1933 11  -0.1882   0.158
1933 12  -0.3428   0.141
1934  1  -0.2428   0.141
1934  2   0.0351   0.126
1934  3  -0.2284   0.149
1934  4  -0.1960   0.134
1934  5  -0.0063   0.142
1934  6   0.0420   0.141
1934  7  -0.0152   0.140
1934  8  -0.0014   0.143
1934  9  -0.1085   0.173
1934 10  -0.0203   0.150
1934 11   0.0801   0.141
1934 12   0.0426   0.164
1935  1  -0.2051   0.159
1935  2   0.2337   0.160
1935  3  -0.1038   0.129
1935  4  -0.1954   0.139
1935  5  -0.1546   0.134
1935  6  -0.1140   0.135
1935  7  -0.0564   0.128
1935  8  -0.0571   0.163
1935  9  -0.0306   0.168
1935 10   0.0475   0.163
1935 11  -0.2287   0.139
1935 12  -0.1376   0.132
1936  1  -0.1897   0.129
1936  2  -0.2491   0.152
1936  3  -0.1560   0.154
1936  4  -0.1322   0.166
1936  5  -0.0561   0.140
1936  6  -0.0504   0.150
1936  7   0.0444   0.171
1936  8   0.0006   0.160
1936  9   0.0106   0.144
1936 10   0.0271   0.162
1936 11   0.0189   0.140
1936 12   0.0354   0.139
1937  1  -0.1029   0.164
1937  2   0.1129   0.130
1937  3  -0.1103   0.172
1937  4  -0.0500   0.126
1937  5   0.0511   0.144
1937  6   0.0926   0.142
1937  7   0.0586   0.147
1937  8   0.1452   0.152
1937  9   0.1960   0.142
1937 10   0.1803   0.167
1937 11   0.0846   0.131
1937 12  -0.0091   0.171
1938  1   0.0663   0.169
1938  2   0.0472   0.129
1938  3   0.1514   0.164
1938  4   0.1495   0.170
1938  5   0.0647   0.140
1938  6   0.0115   0.168
1938  7   0.0761   0.160
1938  8   0.0855   0.162
1938  9   0.1512   0.167
1938 10   0.1865   0.138
1938 11   0.1210   0.164
1938 12  -0.1276   0.148
1939  1  -0.0267   0.170
1939  2   0.0087   0.169
1939  3  -0.1062   0.139
1939  4  -0.0411   0.163
1939  5   0.0571   0.126
1939  6   0.0672   0.160
1939  7   0.0651   0.172
1939  8   0.1036   0.140
1939  9   0.0494   0.149
1939 10   0.0254   0.161
1939 11   0.1179   0.164
1939 12   0.4627   0.126
1940  1  -0.0806   0.167
1940  2   0.0850   0.169
1940  3   0.1245   0.165
1940  4   0.1917   0.173
1940  5   0.0929   0.164
1940  6   0.1324   0.126
1940  7   0.1534   0.126
1940  8   0.0561   0.166
1940  9   0.1459   0.150
1940 10   0.1071   0.156
1940 11   0.0847   0.127
1940 12   0.2218   0.134
1941  1   0.1173   0.163
1941  2   0.2014   0.157
1941  3   0.0838   0.146
1941  4   0.2258   0.136
1941  5   0.2027   0.131
1941  6   0.1568   0.127
1941  7   0.1719   0.168
1941  8   0.1225   0.128
1941  9   0.0342   0.132
1941 10   0.2730   0.157
1941 11   0.1548   0.167
1941 12   0.1566   0.155
1942  1   0.2859   0.152
1942  2   0.0721   0.138
1942  3   0.1472   0.146
1942  4   0.1563   0.132
1942  5   0.1545   0.129
1942  6   0.1537   0.174
1942  7   0.0414   0.145
1942  8   0.0145   0.152
1942  9   0.0515   0.174
1942 10   0.0989   0.170
1942 11   0.1171   0.162
1942 12   0.0985   0.158
1943  1  -0.0882   0.149
1943  2   0.0878   0.140
1943  3  -0.0019   0.146
1943  4   0.1135   0.167
1943  5   0.0949   0.158
1943  6  -0.0229   0.126
1943  7   0.1593   0.142
1943  8   0.0790   0.145
1943  9   0.1273   0.128
1943 10   0.2627   0.127
1943 11   0.2087   0.166
1943 12   0.2994   0.141
1944  1   0.3302   0.141
1944  2   0.2021   0.137
1944  3   0.2714   0.156
1944  4   0.1676   0.157
1944  5   0.2376   0.134
1944  6   0.2590   0.161
1944  7   0.2639   0.137
1944  8   0.2111   0.174
1944  9   0.3084   0.132
1944 10   0.2439   0.160
1944 11   0.1017   0.137
1944 12  -0.0117   0.171
1945  1   0.0249   0.147
1945  2  -0.1168   0.143
1945  3   0.0205   0.165
1945  4   0.1905   0.170
1945  5   0.0922   0.170
1945  6   0.0757   0.125
1945  7   0.0786   0.166
1945  8   0.3049   0.143
1945  9   0.1932   0.146
1945 10   0.1802   0.169
1945 11   0.1380   0.145
1945 12  -0.1051   0.150
1946  1   0.2153   0.153
